listing_id,source,address,suburb,state,postcode,council_area,region,distance_to_cbd_km,lat,lon,property_type,bedrooms,bathrooms,car_spaces,toilets,land_size,building_area,year_built,has_pool,has_garage,sale_price,price_raw_aud,sale_date,sale_method,days_on_market,inspection_note,agent_name,agency_name,agent_phone,rba_cash_rate_pct,market_sentiment,market_context,suburb_median_price,auction_clearance_rate_pct,weekly_rent_aud,property_count_suburb
AU-010084,Agent Website,,Geelong,VIC,3220,Greater Geelong,Regional VIC,75.0,,,HOUSE,1 Bedrooms,1,2,,621.0,215.0,,False,Y,$547k,,10 October 2023,EOI,,Inspect Sat/Sun,,PRD,03 2631 5440,4.1,Steady,Market holding; listing volumes rising in Sydney/Melbourne,561000.0,,,3175.0
AU-005095,Agent Website,4 Queen Avenue,Manly,NSW,2095,Northern Beaches,Inner Sydney,17.0,-33.999957,,HOUSE,4,2,1,2.0,840m2,368.0,,0,1,"$3,029,000",3029000,2022/04/21,Auction,28,By appointment,Hocking Stuart,Hocking Stuart,02 5761 6831,0.1,Cautious,,,73.7,2220.0,6380.0
AU-008004,Domain,173 Park Road,Dandenong,vic,3175,Greater Dandenong,,30.0,-37.863378,144.89951,HOUSE,6,1,0,1.0,0.1003 ha,284.0,,N,,"$531,000",,,AUC,,Open Saturday,,McGrath,03 4170 3891,3.6,Recovering,,539000.0,,,6430.0
AU-005857,Domain,37 Oak Street,Geelong,Victoria,3220,Greater Geelong,Regional VIC,75.0,,145.134629,UNIT,4,1,0,1.0,1053m2,360.0,1976.0,yes,No,447000,447000,2022-07-11,Private Sale,48,,Ray White,Ray White,03 6061 7392,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,573000.0,46.0,,6916.0
AU-004700,domain.com.au,,Brighton,Victoria,3186,Bayside,,12.0,-37.713708,,Unit/Duplex,6,-,1,1.0,1463,,,yes,Yes,"$1,630,000",1630000,2022-02-17,S,18,,RT Edgar,RT Edgar,03 8985 7749,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,,70.0,,
AU-009768,Domain,148 King Ave,Dandenong,vic.,3175,Greater Dandenong,Eastern Metropolitan,30.0,,,Unit,6,1,0,,1912.0,,1917.0,Yes,No,"$464,000",464000,13/09/2023,Expression of Interest,33,,Jellis Craig,jellis craig,03 5021 3882,4.1,Resilient,,570000.0,64.0,,3023.0
AU-003985,domain.com.au,,Officer,VIC,3809,Cardinia,Eastern Metropolitan,,-37.870418,145.131122,Hse,2 BR,3,2,4.0,1472,362.0,1989.0,False,,$0.61M,610000,Dec-21,EOI,,,Hocking Stuart,Hocking Stuart,,0.1,Strong,,,74.0,,9536.0
AU-000555, REA,34 Park Drive, Craigieburn,Vic,,Hume,Northern Metropolitan,26.0,-38.294737,,TOWNHOUSE,2,1,1,1.0,763.0,201.0,2020.0,No,1,"$357,000",357000,"Feb 28, 2021",AUC,25,,Ray White,Ray White,03 6425 4667,0.1,Strong,Prices accelerating; HomeBuilder deadline rush; CoreLogic records +2.1% monthly,555000.0,75.0,,7178.0
AU-004311,REA,55 Park Pl,Werribee,Victoria,3030,WYNDHAM,Western Metropolitan,30.0,-37.582523,145.245053,Hse,5,2,2,2.0,,,,False,True,"$527,000",527000,03/01/2022,AUC,39,Open Saturday,PRD,PRD,03 9794 2340,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,,72.0,,
AU-007813,Domain,41 Oak Court,Liverpool,nsw,2170,LIVERPOOL,Western Sydney,30.0,-33.971386,151.372152,Residential House,one,1,3,1.0,407,158.0,1967.0,,true,$0.66M,661000,11 March 2023,AUC,50,By appointment,BARRY PLANT,Barry Plant,02 8588 8897,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,679000.0,75.2,390.0,
AU-004406,Domain,114 Oak Road,Manly,NSW,02095,Northern Beaches,Inner Sydney,17.0,-33.658093,,flat,1,1,1,,614,253.0,,No,true,"$1,112,000",1112000,2022/02/06,auction,,Inspect Sat/Sun,Noel Jones,Noel Jones,02 2197 3112,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,3312000.0,79.1,,720.0
AU-000164,Agent Website,,Officer,vic.,3809,,Eastern Metropolitan,50.0,-38.333802,144.917875,h,2 bed,1,1,1.0,1564,242sqm,1982.0,No,,"$551,000",551000,2021-01-30,AUC,,Open Saturday,LJ Hooker,lj hooker,03 2646 4801,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,533000.0,72.0,,6966.0
AU-007303, REA,33 Railway Court,Richmond,vic,03121,Yarra,Inner Melbourne,3.0,,145.152495,t,?,1,3 car,1.0,1421,426.0,2021.0,true,true,$1274k,1274000,2023-01-09,PS,41,By appointment,RT Edgar,RT Edgar,03 2392 3065,3.1,Cautious,Surprise: prices stabilise; population surge; supply still constrained,1231000.0,55.0,960.0,13746.0
AU-007087,domain.com.au,6 Station Dr,pakenham,VIC,3810,Cardinia,Eastern Metropolitan,55.0,-37.982563,144.637305,Residential House,5,1,1,1.0,299.0 sqm,364.0,2006.0,no,,"$593,000",593000,13 December 2022,Private Sale,39,Open Saturday,,McGrath,,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,524000.0,52.0,480.0,10867.0
AU-008553,Domain ,129 King Dr, Frankston,VIC,3199,Frankston,Southern Metropolitan,40.0,-38.034755,144.600645,h,4,,2,,811,400.0,2009.0,No,yes,$0.47M,470000,17 May 2023,private sale,24,,First National,First National,03 2194 2677,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,562000.0,,310.0,4570.0
AU-003472,Agent Website,23 Jones Pl,South Yarra,vic.,3141,Stonnington,,3.5,-38.192143,144.762484,house ,1,3,1,3.0,1293,125.0,,N,true,1808000,1808000,23 Nov 2021,auction,32,,First National,First National,03 3566 8574,0.1,FOMO,"Melbourne median hits record $1,094k; Sydney above $1.3M; national +24.5% YoY",1659000.0,76.0,,14349.0
AU-008727,Domain,169 High Street,PARRAMATTA,Nsw,2150,,Western Sydney,23.0,,150.7652,u,3,unknown,1,2.0,182 square metres,359.0,1966.0,False,1,"$472,000.00",472000,"May 16, 2023",PS,27,,Century 21,Century 21,02 8194 8189,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,838000.0,74.5,440.0,
AU-009373,Domain ,84 Church Pl,,nsw,2026,Waverley,Inner Sydney,7.0,-33.941586,150.511925,TownHouse,2,1,1,,664,163.0,1982.0,N,True,"$2,056,000",2056000,06/07/23,private sale,,Open Saturday,Woodards,Woodards,02 7732 1442,4.1,Resilient,,2292000.0,78.0,,12530.0
AU-005472,domain.com.au,168 Station Cres,Bendigo,VIC,3550,GREATER BENDIGO,Regional VIC,150.0,-37.999481,,Residential House,five, ,2,4.0,1328,287.0,1967.0,0,Y,"$459,000",459000,16/05/2022,auction,38,,Stockdale & Leggo,Stockdale & Leggo,03 3486 9297,0.35,Turning,RBA hikes 25bp to 0.35% — first hike in 11 years; clearance rates fall sharply,427000.0,56.0,400.0,2675.0
AU-009144,Domain ,24 Oak Drive,Northcote,vic,3070,Darebin,Northern Metropolitan,6.5,-38.497817,145.168265,Hse,3,2,1,,1623,,2001.0,no,Yes,"$849,000",849000,02/07/23,A,31,,Barry Plant,Barry Plant,03 8992 3604,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,907000.0,65.0,,6888.0
AU-001786, REA,165 Station Parade,Northcote,Victoria,03070,DAREBIN,Northern Metropolitan,6.5,-38.08056,145.025399,Residential House,2,2,3,2.0,484,64sqm,,N,true,"$1,133,000",1133000,May-21,PS,21,,,Raine & Horne,03 3551 5110,0.1,FOMO,,973000.0,,1080.0,10481.0
AU-010659,Domain ,5 Smith Parade,Werribee,V.I.C,3030,Wyndham,Western Metropolitan,30.0,-37.711607,145.22899,Vacant Land,0 Bedrooms,0,1,0.0,10618 square metres,,,false,yes,"$192,000",192000,23 Dec 2023,auction,62,,LJ Hooker,,03 2420 9440,4.35,Cautious,Year closes +8.1% nationally; below 2021 but well above 2022 trough,,66.0,,5090.0
AU-006035,realestate.com.au,188 High Avenue,Craigieburn,Victoria,3064,Hume,Northern Metropolitan,26.0,,145.153769,unit,6,1 bath,1,1.0,1929.0,94.0,,,true,"$424,000",424000,16-08-2022,,57,,,RT Edgar,03 1656 6696,1.85,Distressed,,559000.0,,260.0,14865.0
AU-000325, REA,95 Railway Parade,Chatswood,nsw,02067,Willoughby,,10.0,-33.590195,151.071003,TownHouse,none,1,1,2.0,503,,,No,True,"$2,031,000.00",2031000,14-01-2021,S,36,,Marshall White,Marshall White,02 8700 3541,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,,79.6,1100.0,5777.0
AU-005156,domain.com.au,190 Queen Avenue,ringwood,,3134,Maroondah,Eastern Metropolitan,24.0,-37.525834,145.480889,h,1,3,2,3.0,0.1711 ha,223.0,1999.0,0,1,"$35,295,334.00",35295334.00143691,2022-04-29,Private Sale,28,,Ray White,Ray White,03 6414 6623,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,,62.0,29890.0,1813.0
AU-000231,Agent Website,112 Victoria Avenue,Sunshine,vic,3020,Brimbank,Western Metropolitan,12.5,,145.400791,unit duplex,2,,1,1.0,0.0291 ha,,1989.0,False,True,"$296,000",-,2021/01/20,A,37,,,Ray White,03 1032 4032,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,605000.0,72.0,230.0,4697.0
AU-001720,Agent Website,116 Brown St,Camberwell,victoria,3124,Boroondara,Inner East,9.5,-37.731726,144.784815,Hse,1,1,0,2.0,897,,1932.0,false,N,"$1,257,000",1257000,"May 07, 2021",PS,34,Inspect Sat/Sun,Buxton,Buxton,03 2422 5003,0.1,FOMO,Prices +8% YTD; APRA warns on lending; short lockdowns in VIC/QLD,1733000.0,76.0,,7990.0
AU-006752,Domain ,119 Smith Street,Officer,vic,3809,Cardinia,Eastern Metropolitan,50.0,-37.735035,145.000214,unit,2,3 bath,3,4.0,1861,102.0,2008.0,No,Yes,"$274,000",274000,"Oct 20, 2022",Private Treaty,,By appointment,Century 21,Century 21,03 7361 9984,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,526000.0,44.0,,12164.0
AU-004011,Agent Website,167 Railway Pl,box hill,Vic,3128,Whitehorse,Eastern Metropolitan,14.0,-37.963873,144.532865,house ,06,1 bath,1,1.0,1563,478.0,,true,1,"$1,461,000",1461000,"Dec 26, 2021",,21,By appointment,RT Edgar,RT Edgar,03 5094 5128,0.1,Strong,Year closes near peak; Omicron emerges but market shrugs it off,,74.0,1050.0,12569.0
AU-004424, REA,63 Oak Dr,,Victoria,3020,Brimbank,Western Metropolitan,12.5,,,h,5,1,2,1.0,,,1995.0,no,,"$1,194,000",1194000,2022-02-03,AUC,17,Inspect Sat/Sun,Marshall White,marshall white,,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,698000.0,70.0,,
AU-003063,Domain,109 Main Place,frankston,Vic,,Frankston,Southern Metropolitan,,-37.74001,145.350464,UNIT ,3,1,0,1.0,667,453.0,1906.0,yes,False,$421k,421000,2021/10/26,Passed In,29,First open after lockdown,Noel Jones,noel jones,03 1948 2283,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,646000.0,72.0,310.0,6850.0
AU-003006,domain.com.au,75 Victoria Ct,Sunshine,V.I.C,3020,Brimbank,Western Metropolitan,12.5,-37.754064,145.256689,UNIT ,2,1,1,1.0,1983,,2000.0,1,Yes,"$342,000",342000,2021/10/18,auction,29,High demand – multiple offers,Kay & Burton,Kay & Burton,03 7616 3747,0.1,Strong,,693000.0,,,14554.0
AU-002602,Domain ,5 Church Cres,LIVERPOOL,nsw.,2170,Liverpool,Western Sydney,30.0,,150.816215,Townhouse,2,2,,,0.0265 ha,,1902.0,N,1,"$531,000",531000,18/08/2021,Private Sale,37,,Hocking Stuart,Hocking Stuart,,0.1,Anxious,Sydney 100-day lockdown peak; Melbourne lockdown #6; nationwide uncertainty,785000.0,79.8,,13829.0
AU-008469,domain.com.au,149 Railway Ct,Werribee,Vic,3030,,Western Metropolitan,30.0,-38.276491,145.056254,House/Cottage,5,3,1,3.0,1614,245.0,1948.0,No,True,"$369,000", ,25 May 2023,PS,42,,Stockdale & Leggo,Stockdale & Leggo,03 9326 2747,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,491000.0,66.0,,12253.0
AU-001580, REA,39 Park Place,Box Hill,vic,3128,Whitehorse,Eastern Metropolitan,14.0,,145.29524,House,NA,3,1,3.0,1551 square metres,395.0,1900.0,,1,Contact Agent,772000,May-21,AUC,TBC,By appointment,PRD,prd,03 6618 9504,0.1,FOMO,Prices +8% YTD; APRA warns on lending; short lockdowns in VIC/QLD,1107000.0,76.0,,14601.0
AU-009427,domain.com.au,,Pakenham,Vic,3810,Cardinia,Eastern Metropolitan,55.0,,,semi,3,1,1,1.0,1818,478.0,1959.0,N,Y,"$414,000",414000,"Aug 15, 2023",Auction,27,,Marshall White,Marshall White,,4.1,Resilient,Affordability stress growing; first-home buyers retreating,556000.0,,330.0,6267.0
AU-007506,domain.com.au,98 High Drive,Craigieburn ,,2200,HUME,,26.0,-37.696062,,Unit/Duplex,6,1,0,1.0,721m2,347.0,1946.0,No,False,"$278,000",278000,2023/01/24,S,48,,Buxton,Buxton,03 1475 3391,3.1,Cautious,Surprise: prices stabilise; population surge; supply still constrained,522000.0,55.0,,8519.0
AU-003067, REA,160 Main Road,Parramatta,nsw,2150,Parramatta,Western Sydney,23.0,-33.518745,150.58492,duplex,3,1,1,1.0,484,,1999.0,No,yes,$0.63M,630000,"Oct 06, 2021",Private Sale,-,,Nelson Alexander,Nelson Alexander,02 5364 6064,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,964000.0,79.0,,
AU-002161,Agent Website,30 Railway Drive,box hill,Victoria,3128,Whitehorse,,14.0,-38.03594,144.91446,Residential House,5,1,Unknown,2.0,208 square metres,,1952.0,Yes,False,"$1,222,000",1222000,19-07-2021,S,25,By private appointment - lockdown restrictions apply,Hocking Stuart,Hocking Stuart,,0.1,Mixed,Melbourne lockdown #5; Sydney Delta lockdown begins; auction volumes drop,1137000.0,60.0,,
AU-004512,Domain ,69 Railway Parade,Camberwell,V.I.C,3124,Boroondara,Inner East,9.5,-37.915011,,House/Cottage,5,unknown,1,1.0,157m2,,2015.0,N,yes,"$1,570,000",1570000,,A,,,Buxton,Buxton,03 8908 2416,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,1834000.0,,990.0,14599.0
AU-004618,realestate.com.au,155 Station Drive,SUNSHINE,Victoria,3020,Brimbank,Western Metropolitan,12.5,,145.131247,UNIT ,5,1 bath,1,,1868,,1900.0,false,Yes,"$351,000",351000,17/02/2022,A,24,,LJ Hooker,LJ Hooker,,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,698000.0,70.0,310.0,4896.0
AU-007209,REA,117 Queen Cres,Epping,V.I.C,3076,Whittlesea,Northern Metropolitan,,-37.785704,,Town House,1 BR,1,2,1.0,260 square metres,82.0,1994.0,no,True,"$356,000.00",356000,-,Private Sale,NA,,RT Edgar,RT Edgar,none,3.1,Cautious,,573000.0,52.0,200.0,
AU-000083,realestate.com.au,172 Jones Ave,newtown,nsw.,2042,Inner West,Inner Sydney,5.0,-33.733297,150.762314,house,3,2,,2.0,223m2,,1930.0,False,Y,"$1,669,000",1669000,Jan-21,,15,,First National,First National,,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,1281000.0,75.0,,8044.0
AU-000975,Domain ,,Newtown,nsw,2042,,Inner Sydney,5.0,-33.908439,150.989233,u,5,2,0,2.0,1167.0,157.0,1956.0,0,no,"$903,000",903000,Mar-21,,28,Inspect Sat/Sun,,rt edgar,02 9286 4155,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,1341000.0,82.7,,8994.0
AU-004388,Agent Website,175 Main Place,Frankston,VIC,3199,Frankston,Southern Metropolitan,40.0,-37.572604,145.275622,Apartment,3,2 bath,2,2.0,1409.0,68sqm,1982.0,No,,"$368,000",368000,"Feb 16, 2022",Private Treaty,,,Biggin & Scott,Biggin & Scott,,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,651000.0,70.0,320.0,8070.0
AU-000991,Agent Website,163 King Court,parramatta,Nsw,2150,Parramatta,Western Sydney,23.0,-33.914736,151.435623,Flat,3,,2 car,2.0,1391,,,Y,Yes,"$449,000",449000,2021/03/06,Private Sale,26,By appointment,Woodards,Woodards,02 8166 7252,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,880000.0,,410.0,10962.0
AU-007089,REA,108 Station Court,Glen Waverley,vic,4953,Monash,Eastern Metropolitan,22.0,,145.129475,villa,unknown,3 bath,1,3.0,1853.0,,1975.0,Yes,Y,"$557,000",n/a,2022/12/17,Auction,,,McGrath,McGrath,03 2440 5137,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,948000.0,52.0,,919.0
AU-008045,REA,38 Victoria Cres,Bondi,Nsw,02026,,Inner Sydney,7.0,-33.990672,,townhouse,3,1,2,2.0,375.0,428.0,2003.0,False,yes,1772000,1772000,"Mar 23, 2023",A,,,Barry Plant,Barry Plant,02 7413 9846,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,2196000.0,74.0,1200.0,3279.0
AU-007237,Domain,106 Victoria Parade,chatswood,nsw,02067,Willoughby,Inner Sydney,10.0,-33.947591,,Town House,6,2,1,2.0,1148.0 sqm,,1982.0,false,Yes,1342000,1342000,17-12-2022,tender,,By appointment,Nelson Alexander,nelson alexander,02 2257 4767,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,1976000.0,53.4,1210.0,3919.0
AU-000806,Domain ,,SUNSHINE,vic.,3020,Brimbank,Western Metropolitan,12.5,-37.64285,145.346387,unit,4,2,,2.0,368.0 sqm,,,no,true,Contact Agent,335000,04-03-2021,EOI,,Open Saturday,LJ Hooker,LJ Hooker,03 2976 2506,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,633000.0,,270.0,2018.0
AU-006046,domain.com.au,9 Smith Cres,manly,NSW,2095,NORTHERN BEACHES,Inner Sydney,17.0,-33.583066,151.113069,t,1,3,,3.0,942,376.0,,N,1,1272000,1272000,21 Aug 2022,Private Treaty,48,,Century 21,Century 21,02 3582 5375,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,2954000.0,51.5,720.0,10457.0
AU-006594,Domain,56 Jones Parade,Paddington,Qld,4064,Brisbane,Brisbane Inner,3.5,-33.911525,,TOWNHOUSE,1,1,,1.0,1707,,,,no,"$468,000",468000,2022-10-24,Private Sale,,,LJ Hooker,LJ Hooker,,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,901000.0,,320.0,
AU-002079,Domain,58 Jones Parade,Surry Hills,N.S.W,,SYDNEY,,3.0,-33.714093,150.885785,House,4,3,2,3.0,1339m2,,0.0,No,Y,"Offers Over $1,650,000",1697000,,auction,20,,Hocking Stuart,Hocking Stuart,02 2721 7308,0.1,Strong,Victoria snap lockdown (June); clearance dips briefly; national momentum holds,1532000.0,75.9,1420.0,3411.0
AU-004127,Domain,175 Victoria Ave,,victoria,3182,Port Phillip,Inner South,5.5,-37.7691,144.821209,Villa Unit,,1 bath,0,1.0,718,319.0,1906.0,no,No,"Offers Over $500,000",539000,14 January 2022,auction,,,Noel Jones,Noel Jones,03 2052 9621,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,1069000.0,72.0,460.0,7413.0
AU-007656,Agent Website,,Brighton,V.I.C,3186,Bayside,Southern Metropolitan,12.0,-38.421725,145.172956,Residential House,5,2,1 car,,1964,,,No,,"$2,451,000",2451000,02 February 2023,Passed In,36,,Ray White,Ray White,03 2017 5461,3.35,Stabilising,RBA hikes 25bp; but prices begin recovering against expectations,2079000.0,58.0,1820.0,9438.0
AU-005879,Domain ,22 Queen Avenue,Bondi,New South Wales,2026,Waverley,Inner Sydney,7.0,-33.761434,,House,1,1,1,1.0,1777,103.0,,,true,"$1,747,000",1747000,15 Jul 2022,AUC,,Inspect Sat/Sun,Noel Jones,Noel Jones,02 1819 3158,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,,53.3,,12776.0
AU-009146,Domain ,6 Victoria Court,Prahran,vic,03181,Stonnington,Inner South,4.5,,144.971903,HOUSE,3 Bedrooms,1,0,1.0,446,239.0,,,No,"$1,327,000",1327000,14/07/2023,Auction,TBC,,Fletchers,Fletchers,03 7150 7665,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,1094000.0,65.0,,3180.0
AU-008170,realestate.com.au,, Ipswich,QLD,,IPSWICH,South-East QLD,40.0,-33.688156,150.713197,HOUSE,2.0,3,0,3.0,1372,79.0,2018.0,false,no,"$408,000",408000,Apr-23,S,-,,Marshall White,Marshall White,02 2257 6462,3.85,Recovering,Perth +3% in April; Brisbane strong; Melbourne lagging other capitals,444000.0,,,9693.0
AU-010293,realestate.com.au,,brighton,Victoria,3186,Bayside,Southern Metropolitan,12.0,-37.810554,144.576652,Residential House,,2,2,,,245.0,1927.0,,yes,"$2,314,000",2314000,Nov-23,S,34,Open Saturday,RT Edgar,RT Edgar,03 8318 8305,4.35,Cautious,RBA final hike to 4.35%; clearance dips on rate shock; sentiment softens,,62.0,,999.0
AU-007711,Domain ,140 High Rd,Preston,VIC,3072,Darebin,Northern Metropolitan,9.0,-37.533263,145.423706,Residential House,6 bed,Unknown,2,1.0,1124.0,99.0,1961.0,true,,POA,886000,Feb-23,Private Sale,31,,Nelson Alexander,Nelson Alexander,03 8744 2943,3.35,Stabilising,RBA hikes 25bp; but prices begin recovering against expectations,733000.0,58.0,720.0,4819.0
AU-005843,Agent Website,104 Park Road,Sunnybank,Qld,4109,Brisbane,Brisbane Outer,14.0,-33.672943,151.405157,Flat,3 BR,1,1,,1815,169.0,1913.0,,1,"$357,000",357000,2022-07-30,Auction,51,Inspect Sat/Sun,Kay & Burton,Kay & Burton,02 7778 7288,1.35,Falling,,,53.9,,14185.0
AU-004423, REA,155 Brown Rd,Hawthorn,V.I.C,3122,Boroondara,Inner East,6.5,-38.391888,145.196784,Unit,1 Bedrooms,1,2,1.0,145m2,,1991.0,no,Yes,755000,755000,22 February 2022,Auction,,Inspect Sat/Sun,Marshall White,Marshall White,03 2533 2430,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,1893000.0,,,14373.0
AU-000326,Agent Website,35 Smith Cres,Pakenham,victoria,02964,Cardinia,Eastern Metropolitan,55.0,-38.323957,144.79452,t,5,1,2,1.0,,,9999.0,false,1,Contact Agent,567000,28-01-2021,AUC,,By appointment,Stockdale & Leggo,Stockdale & Leggo,,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,543000.0,72.0,400.0,8208.0
AU-005061,realestate.com.au,143 Park Ct,Collingwood,vic,3066,Yarra,Inner Melbourne,2.8,-38.395849,144.92341,Hse,3,1,unknown,2.0,159.0,490.0,2000.0,no,N,"$910,000",910000,13/04/2022,auction,,,Century 21,Century 21,03 9538 9428,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,,62.0,,5701.0
AU-005322, REA,66 Victoria Pde,Manly,New South Wales,2095,,,17.0,-33.796937,151.037529,unit,2,2,2,3.0,1548.0,479.0,1944.0,false,Y,"Offers Over $2,600,000",2633000,06 May 2022,Private Treaty,37,,Ray White,Ray White,02 5671 5620,0.35,Turning,RBA hikes 25bp to 0.35% — first hike in 11 years; clearance rates fall sharply,3192000.0,73.4,,12335.0
AU-006236,Domain,9 Smith Ave,Box Hill,victoria,3128,Whitehorse,Eastern Metropolitan,14.0,-38.3495,144.643613,house ,4,2,1,2.0,1655 square metres,226.0,,N,Y,"$1,482,000",1482000,25 August 2022,PS,,,Fletchers,Fletchers,03 2809 8023,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,1044000.0,44.0,1010.0,1902.0
AU-004613,Agent Website,189 Smith Avenue,Doncaster,vic.,3108,Manningham,Eastern Metropolitan,14.5,,145.210079,house,5,1,1,1.0,1890,143.0,1918.0,,yes,1830000,Unknown,05 Feb 2022,PI,,,PRD,PRD,03 1401 2396,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,1242000.0,,,
AU-000938, REA,94 Oak St,Craigieburn,vic,3064,,Northern Metropolitan,26.0,-37.560019,,Unit,5,2,1,2.0,0.179ha,256sqm,,N,Y,"$333,000",333000,"Mar 16, 2021",Private Treaty,35,,Jellis Craig,Jellis Craig,03 4249 1910,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,569000.0,,300.0,4431.0
AU-006278,Domain ,184 High Court,Collingwood ,victoria,03066,Yarra,Inner Melbourne,,-37.62692,,townhouse,1,1,,1.0,1975,134.0,1920.0,N,1,"$562,000",562000,2022-09-04,Private Sale,55,,Barry Plant,barry plant,03 9854 2142,2.35,Distressed,RBA hikes 50bp to 2.35%; affordability at historic lows; sentiment very negative,,43.0,,5484.0
AU-005470, REA,5 Station Avenue,Gold Coast,Q'land,4217,Gold Coast,Gold Coast,,-33.679696,150.685341,Residential House,6 Bedrooms,2,?,2.0,870.0,,1910.0,Y,true,"$857,000",857000,2022/05/18,Auction,28,By appointment,Nelson Alexander,Nelson Alexander,02 2733 7611,0.35,Turning,RBA hikes 25bp to 0.35% — first hike in 11 years; clearance rates fall sharply,855000.0,59.9,,12412.0
AU-010739,Domain ,193 Park Road,Craigieburn,vic.,3064,Hume,Northern Metropolitan,26.0 km,-38.200769,,unit duplex,2,2,2,2.0,362,297.0,,no,Yes,"$262,000",262000,06 December 2023,S,29,,First National,First National,03 9920 7173,4.35,Cautious,Year closes +8.1% nationally; below 2021 but well above 2022 trough,561000.0,66.0,,13997.0
AU-004840,REA,105 Victoria Road,Blacktown,NSW,2148,Blacktown,Western Sydney,33.0,-33.510161,150.701648,Flat,5,2,2,2.0,346.0,380.0,1937.0,0,Yes,"Offers Over $350,000",,29/03/2022,Private Treaty,45,,Nelson Alexander,Nelson Alexander,02 1512 7142,0.1,Cautious,Ukraine war drives global inflation; RBA under pressure; Sydney falls 0.2%,832000.0,,310.0,6458.0
AU-007045,Domain,52 Jones Cres,sunshine coast,QLD.,4557,Sunshine Coast,Sunshine Coast,100.0,-33.880576,150.669744,h,1,1 bath,2 car,1.0,1794.0,243.0,,False,Y,"$490,000",490000,29-11-2022,AUC,,Inspect Sat/Sun,Hocking Stuart,Hocking Stuart,,2.85,Weak,National prices -6% from peak; Melbourne -7%; clearance slowly recovering,719000.0,54.5,,6160.0
AU-010547,domain.com.au,151 Railway Ave,Toowoomba,Qld,4350,Toowoomba,Regional QLD,130.0 km,-33.513727,150.980648,House,5,2,0 car,2.0,488,,1956.0,False,false,POA, ,19 November 2023,EOI,42,,McGrath,McGrath,02 6558 4751,4.35,Cautious,RBA final hike to 4.35%; clearance dips on rate shock; sentiment softens,,,300.0,
AU-003997,Agent Website,190 Station St,fitzroy,V.I.C,,Yarra,Inner Melbourne,,-38.151914,,land,0,0,2 car,1.0,24261,,,false,,$308k,308000,19/12/2021,PS,44,,Stockdale & Leggo,Stockdale & Leggo,03 2357 9360,0.1,Strong,Year closes near peak; Omicron emerges but market shrugs it off,1309000.0,74.0,,12563.0
