Employee_ID,Age,Department,Work_Arrangement,Weekly_Hours,Productivity_Score,Years_at_Company,Education_Level,Gender,Job_Level,Satisfaction_Score,Training_Hours
733,38,Finance,Remote,43,3.1,16,Master,Other,Mid,8.1,22
734,44,HR,In-Office,47,5.2,8,High School,Female,Entry,1.8,3
735,36,Sales,In-Office,43,3.4,12,High School,Other,Mid,5.7,19
736,58,Marketing,In-Office,49,1.9,4,High School,Female,Mid,8.5,18
737,42,Marketing,In-Office,50,2.5,4,High School,Male,Senior,8.5,41
738,35,HR,In-Office,44,2.3,9,Bachelor,Female,Mid,9.6,26
739,23,Finance,In-Office,33,9.8,20,Master,Female,Entry,7.3,33
740,32,IT,In-Office,42,7.8,9,Bachelor,Male,Manager,2.9,3
741,60,HR,In-Office,37,9.7,6,Bachelor,Male,Senior,1.2,37
742,59,HR,Remote,47,5.0,14,Bachelor,Female,Mid,5.3,6
743,55,Sales,In-Office,41,3.5,6,High School,Male,Entry,5.6,47
744,59,Marketing,In-Office,43,8.2,14,Bachelor,Female,Entry,3.2,6
745,55,HR,Remote,31,3.9,2,Bachelor,Male,Mid,2.1,49
746,39,HR,In-Office,47,3.7,18,Master,Female,Entry,6.3,25
747,51,Finance,Remote,31,3.1,9,PhD,Female,Entry,7.9,25
748,36,Finance,Remote,40,2.2,14,Bachelor,Male,Mid,9.9,18
749,48,IT,In-Office,38,3.3,2,Bachelor,Male,Mid,7.8,8
750,55,Sales,Remote,41,4.2,5,Master,Female,Mid,8.1,19
751,59,IT,In-Office,46,7.1,11,Master,Female,Entry,6.5,41
752,54,Finance,Remote,44,1.6,14,Bachelor,Female,Mid,9.9,44
753,45,Marketing,Remote,46,2.9,5,Master,Female,Senior,6.8,49
754,36,Finance,Remote,47,8.3,12,High School,Female,Entry,8.7,15
755,51,Sales,In-Office,35,2.3,18,Master,Male,Entry,9.5,16
756,63,Finance,In-Office,46,4.1,2,High School,Male,Mid,9.4,21
757,38,Sales,Remote,47,8.8,7,Bachelor,Male,Manager,4.4,12
758,26,Sales,Remote,37,2.4,7,Master,Female,Mid,1.7,11
759,50,Sales,In-Office,38,1.7,19,Bachelor,Male,Entry,2.5,9
760,25,Sales,In-Office,35,5.4,14,Bachelor,Male,Entry,1.5,0
761,31,Sales,Remote,34,3.7,3,Bachelor,Female,Senior,1.9,31
762,38,Marketing,Remote,41,6.1,18,PhD,Female,Entry,2.7,29
763,31,IT,In-Office,40,8.2,20,Master,Male,Mid,4.1,7
764,38,HR,In-Office,30,2.2,2,Master,Male,Mid,5.9,20
765,41,IT,In-Office,40,6.2,12,Bachelor,Male,Entry,7.4,21
766,45,Sales,In-Office,48,5.5,7,Master,Male,Senior,2.9,17
767,26,Marketing,In-Office,38,2.3,15,Bachelor,Female,Mid,7.1,1
768,55,Finance,Remote,31,6.6,12,Bachelor,Male,Mid,7.3,47
769,27,Marketing,In-Office,41,3.5,2,Master,Female,Entry,6.0,43
770,23,Sales,Remote,33,5.4,15,Bachelor,Female,Entry,9.1,8
771,34,Marketing,In-Office,33,1.7,8,High School,Male,Mid,2.0,2
772,64,Marketing,Remote,47,5.1,13,High School,Other,Mid,2.6,25
773,64,Sales,In-Office,44,3.8,12,High School,Male,Entry,4.9,20
774,32,Marketing,In-Office,48,8.4,20,Master,Male,Entry,2.1,29
775,44,HR,Remote,42,1.5,6,Bachelor,Male,Entry,6.1,27
776,37,HR,Remote,48,4.8,14,Master,Male,Manager,4.6,35
777,52,Marketing,In-Office,46,5.1,6,Bachelor,Male,Senior,3.6,25
778,32,Finance,In-Office,35,7.5,5,Bachelor,Male,Senior,2.5,33
779,37,Sales,In-Office,45,6.2,1,Bachelor,Female,Entry,4.0,7
780,29,HR,In-Office,41,7.0,8,Master,Female,Manager,6.5,9
781,25,Finance,In-Office,48,8.0,16,Bachelor,Female,Entry,6.2,47
782,61,Marketing,Remote,34,8.8,4,Master,Male,Mid,2.5,42
783,25,Finance,Remote,46,3.8,11,Bachelor,Female,Senior,2.1,49
784,46,IT,In-Office,30,5.8,0,Bachelor,Female,Entry,1.2,13
785,24,HR,Remote,39,8.6,9,Bachelor,Female,Mid,1.1,39
786,53,Marketing,Remote,44,9.9,10,Master,Female,Entry,8.9,14
787,24,Sales,Remote,50,9.0,15,Master,Female,Entry,1.4,16
788,48,Marketing,In-Office,50,4.3,13,High School,Male,Mid,7.6,17
789,50,Sales,Remote,40,2.8,7,Bachelor,Female,Mid,8.8,31
790,53,Marketing,In-Office,42,5.4,16,Bachelor,Male,Senior,1.9,37
791,40,Finance,Remote,34,7.7,17,Master,Other,Mid,4.9,22
792,42,Finance,In-Office,30,5.4,11,Bachelor,Male,Mid,9.7,45
793,26,Finance,Remote,41,5.3,16,Master,Male,Entry,8.5,22
794,39,IT,In-Office,40,8.5,13,PhD,Male,Entry,5.4,34
795,49,Sales,In-Office,46,4.3,15,Bachelor,Female,Manager,7.9,38
796,63,Finance,Remote,33,8.7,13,Master,Male,Entry,8.5,14
797,43,IT,In-Office,44,4.7,8,High School,Male,Mid,4.1,23
798,42,Sales,In-Office,38,4.0,3,High School,Female,Entry,9.0,27
799,27,Marketing,In-Office,50,5.1,10,High School,Female,Mid,5.2,15
800,22,IT,In-Office,49,7.9,5,High School,Male,Mid,5.8,15
801,26,HR,In-Office,48,2.1,14,Master,Male,Entry,10.0,39
802,62,IT,In-Office,48,2.8,4,High School,Female,Entry,8.6,38
803,33,IT,In-Office,41,9.6,10,Bachelor,Female,Mid,4.3,5
804,47,Sales,In-Office,34,2.6,17,High School,Female,Entry,1.1,1
805,55,Marketing,Remote,39,6.1,12,Bachelor,Female,Entry,6.6,12
806,35,HR,Remote,46,6.2,10,High School,Male,Mid,7.3,43
807,47,Finance,In-Office,34,5.4,13,Bachelor,Female,Entry,6.9,46
808,48,Finance,In-Office,45,6.8,17,High School,Female,Senior,9.7,8
809,30,IT,Remote,36,3.1,18,Master,Female,Mid,8.8,33
810,47,Sales,Remote,38,6.0,14,Master,Male,Entry,5.0,16
811,43,Sales,Remote,32,4.3,8,High School,Female,Mid,1.6,26
812,51,Finance,In-Office,44,7.0,7,Master,Female,Mid,5.3,28
813,64,HR,Remote,45,2.3,19,High School,Male,Entry,7.2,36
814,38,Marketing,In-Office,47,6.1,0,Bachelor,Female,Mid,6.5,42
815,47,HR,In-Office,43,2.7,3,High School,Female,Entry,5.8,21
816,57,Marketing,Remote,32,3.5,13,Bachelor,Female,Entry,5.2,50
817,22,Finance,In-Office,41,3.0,1,Bachelor,Female,Entry,3.6,23
818,29,Marketing,In-Office,38,2.6,15,Master,Female,Entry,3.5,6
819,56,Sales,In-Office,36,8.4,2,Bachelor,Female,Entry,5.5,33
820,36,IT,In-Office,38,3.6,7,Master,Male,Mid,2.4,47
821,43,IT,Remote,42,9.3,5,High School,Male,Mid,4.1,11
822,35,Finance,Remote,47,9.7,15,Master,Male,Mid,3.9,22
823,47,Sales,In-Office,34,6.1,15,Bachelor,Female,Senior,6.3,14
824,49,HR,In-Office,42,2.3,6,High School,Female,Senior,1.6,32
825,44,Sales,Remote,33,4.4,12,High School,Female,Mid,8.5,12
826,35,IT,In-Office,31,8.2,12,High School,Female,Mid,6.1,22
827,45,IT,Remote,45,4.3,4,Bachelor,Female,Entry,7.0,37
828,23,Sales,In-Office,38,1.8,19,Master,Other,Senior,7.3,31
829,47,Sales,In-Office,38,6.0,17,High School,Male,Entry,3.6,44
830,35,IT,Remote,35,8.6,14,Master,Female,Entry,5.2,49
831,28,HR,Remote,40,8.2,17,Bachelor,Male,Mid,9.6,34
832,24,Finance,Remote,30,2.6,1,Master,Female,Entry,7.9,0
833,44,Finance,Remote,33,7.1,9,Bachelor,Female,Entry,9.7,46
834,64,Sales,In-Office,42,3.0,12,Bachelor,Female,Mid,7.7,44
835,39,Finance,Remote,42,3.0,17,Master,Male,Mid,2.6,4
836,59,IT,In-Office,42,8.9,14,Bachelor,Male,Mid,1.6,12
837,56,IT,Remote,31,3.2,11,Bachelor,Female,Senior,6.2,4
838,36,Sales,Remote,38,3.4,14,High School,Female,Entry,4.2,31
839,46,Sales,In-Office,37,1.0,12,Bachelor,Male,Entry,3.5,50
840,58,Sales,Remote,36,8.8,17,Bachelor,Female,Mid,8.3,20
841,49,HR,Remote,33,8.1,14,Master,Male,Entry,4.3,23
842,31,Finance,Remote,47,6.6,10,High School,Female,Mid,3.9,17
843,60,Sales,Remote,32,7.8,18,Bachelor,Female,Entry,8.6,20
844,38,Marketing,In-Office,35,2.4,2,Bachelor,Female,Mid,8.6,9
845,60,Marketing,In-Office,41,5.1,6,Bachelor,Other,Mid,4.2,23
846,43,IT,Remote,41,4.2,20,Bachelor,Female,Mid,8.5,39
847,47,Finance,Remote,50,1.8,13,Master,Female,Mid,8.7,46
848,65,Sales,Remote,37,5.4,13,Bachelor,Male,Mid,4.8,20
849,46,Marketing,In-Office,30,9.3,12,Master,Male,Entry,1.6,24
850,38,Finance,In-Office,33,1.4,11,High School,Male,Entry,1.0,22
851,34,IT,In-Office,50,3.6,8,High School,Female,Entry,5.7,21
852,41,HR,In-Office,40,2.9,0,Bachelor,Male,Mid,4.1,3
853,46,Finance,Remote,32,3.1,18,High School,Male,Entry,10.0,33
854,25,Finance,Remote,42,9.2,10,Bachelor,Male,Mid,8.0,5
855,31,HR,Remote,46,5.2,18,High School,Male,Entry,7.9,27
856,24,Finance,In-Office,39,5.2,17,Master,Male,Mid,9.6,30
857,62,IT,Remote,50,7.8,11,High School,Female,Senior,9.0,34
858,39,IT,In-Office,41,2.4,0,Master,Female,Entry,3.9,38
859,57,HR,In-Office,44,5.4,18,High School,Female,Entry,2.5,41
860,43,Sales,Remote,50,4.9,19,Master,Female,Entry,7.7,22
861,55,Marketing,Remote,39,6.4,16,Master,Male,Mid,4.4,5
862,29,Sales,Remote,43,10.0,4,High School,Female,Mid,5.3,15
863,61,Finance,In-Office,42,7.9,2,Master,Male,Entry,6.7,1
864,65,Marketing,In-Office,34,4.6,1,Bachelor,Male,Mid,9.2,23
865,40,HR,Remote,35,8.4,2,Master,Female,Entry,4.8,16
866,63,HR,Remote,31,2.5,7,Bachelor,Male,Mid,8.0,44
867,62,Marketing,In-Office,46,1.3,15,Bachelor,Female,Mid,3.4,0
868,58,IT,Remote,33,2.8,5,Master,Male,Mid,7.3,5
869,27,Marketing,In-Office,43,4.1,12,Bachelor,Female,Entry,1.0,4
870,47,Finance,In-Office,39,5.6,15,High School,Female,Senior,8.8,44
871,55,IT,Remote,32,6.5,15,Master,Male,Mid,1.3,49
872,27,HR,Remote,32,9.2,2,Bachelor,Female,Entry,7.4,28
873,58,Marketing,Remote,44,5.6,12,Bachelor,Male,Entry,1.4,11
874,54,Sales,Remote,35,5.5,13,High School,Female,Mid,3.4,38
875,43,Sales,In-Office,46,1.5,7,Bachelor,Male,Senior,5.5,46
876,42,Finance,In-Office,41,1.3,11,PhD,Female,Senior,4.8,2
877,27,Sales,In-Office,49,6.0,20,Bachelor,Female,Mid,2.7,47
878,27,Marketing,Remote,40,4.9,7,Bachelor,Male,Senior,4.0,0
879,25,Marketing,In-Office,33,8.6,20,Bachelor,Female,Entry,7.5,26
880,51,Sales,Remote,35,2.4,8,Master,Female,Entry,7.0,47
881,32,Marketing,Remote,30,1.2,0,Bachelor,Female,Senior,1.6,23
882,51,Finance,Remote,49,5.0,5,Bachelor,Female,Senior,7.7,43
883,52,IT,Remote,45,3.1,18,Master,Male,Mid,1.5,18
884,45,Finance,Remote,44,1.4,10,Bachelor,Female,Senior,5.9,7
885,30,Finance,Remote,46,7.5,10,High School,Male,Manager,3.3,43
886,24,Marketing,In-Office,37,2.0,12,High School,Male,Senior,6.3,46
887,52,IT,Remote,41,6.5,10,Bachelor,Other,Senior,3.4,1
888,61,Marketing,In-Office,50,3.5,17,Bachelor,Female,Senior,9.9,29
889,58,HR,In-Office,39,2.6,14,Bachelor,Male,Entry,3.8,29
890,57,Marketing,Remote,44,4.4,0,Master,Male,Senior,3.2,48
891,45,Marketing,Remote,38,8.2,20,High School,Female,Entry,3.5,38
892,52,Marketing,Remote,31,4.5,6,Master,Male,Senior,9.1,44
893,27,IT,In-Office,34,7.8,12,Bachelor,Male,Mid,6.7,31
894,23,Marketing,Remote,35,2.1,11,Master,Male,Mid,7.6,0
895,41,IT,In-Office,36,8.0,17,Master,Female,Mid,9.3,37
896,49,Sales,Remote,50,3.1,18,High School,Female,Entry,9.2,12
897,32,HR,Remote,30,7.1,14,Bachelor,Male,Entry,7.7,10
898,25,IT,In-Office,36,6.1,7,High School,Female,Manager,2.8,9
899,36,Sales,In-Office,49,9.4,18,Master,Male,Manager,8.6,47
900,27,IT,Remote,41,4.5,9,Master,Female,Entry,2.8,25
901,51,IT,In-Office,45,1.6,6,Bachelor,Other,Manager,7.7,19
902,59,HR,In-Office,45,1.2,17,Bachelor,Female,Senior,7.2,16
903,23,Finance,In-Office,40,8.4,15,Bachelor,Female,Mid,7.8,16
904,36,Finance,In-Office,50,5.7,19,Master,Female,Entry,5.8,3
905,32,IT,In-Office,33,8.0,5,Bachelor,Female,Senior,6.7,4
906,29,Marketing,Remote,42,3.1,8,Bachelor,Female,Mid,9.6,22
907,47,Sales,Remote,36,4.1,20,Bachelor,Female,Senior,1.9,45
908,65,Marketing,In-Office,33,1.3,12,High School,Male,Senior,3.8,9
909,26,Marketing,Remote,44,9.7,20,Master,Male,Senior,6.5,45
910,27,IT,Remote,48,7.0,7,High School,Female,Mid,9.7,27
911,47,IT,In-Office,38,9.4,15,Bachelor,Female,Entry,1.9,32
912,25,IT,Remote,40,3.4,12,High School,Male,Entry,1.2,42
913,40,IT,In-Office,37,6.5,12,Bachelor,Male,Entry,1.5,25
914,41,Finance,In-Office,30,7.1,16,Bachelor,Female,Entry,1.5,49
915,54,IT,Remote,37,3.9,19,PhD,Female,Mid,9.2,47
916,41,Finance,In-Office,42,8.6,4,Master,Female,Mid,7.5,28
917,33,Finance,In-Office,33,9.5,20,Bachelor,Female,Senior,7.1,26
918,22,IT,In-Office,37,9.0,16,High School,Female,Entry,5.7,17
919,47,HR,In-Office,32,7.7,8,Master,Female,Mid,8.0,39
920,35,Sales,In-Office,38,3.5,1,Bachelor,Female,Entry,2.4,9
921,59,Marketing,Remote,31,3.5,17,High School,Female,Entry,4.5,41
922,58,Finance,Remote,31,9.7,8,Master,Female,Entry,5.4,4
923,32,Sales,In-Office,42,1.1,5,Master,Male,Mid,2.0,9
924,57,HR,In-Office,44,7.4,10,PhD,Male,Entry,4.8,49
925,34,Marketing,Remote,41,7.4,5,Master,Other,Mid,3.8,20
926,64,Marketing,In-Office,33,6.6,5,Master,Male,Entry,1.3,23
927,24,Finance,Remote,37,9.9,12,High School,Male,Senior,2.2,37
928,54,IT,In-Office,38,3.8,10,High School,Female,Senior,7.9,2
929,27,HR,In-Office,34,4.1,13,Bachelor,Female,Manager,1.2,39
930,31,Finance,In-Office,49,1.7,1,Bachelor,Male,Senior,9.4,30
931,26,HR,In-Office,47,5.0,7,Bachelor,Male,Senior,1.8,40
932,44,IT,In-Office,40,3.3,2,Bachelor,Male,Senior,8.2,36
933,31,IT,In-Office,44,4.1,20,Bachelor,Female,Mid,9.1,1
934,65,Finance,In-Office,38,8.5,2,Bachelor,Male,Entry,9.5,1
935,23,IT,Remote,46,9.4,0,High School,Male,Entry,8.8,38
936,34,Sales,Remote,41,2.7,18,Bachelor,Male,Entry,3.6,48
937,61,Marketing,Remote,36,4.4,17,Bachelor,Female,Mid,4.0,41
938,23,Finance,In-Office,39,9.4,16,Master,Male,Mid,4.8,43
939,41,HR,In-Office,39,1.6,19,High School,Male,Senior,2.3,33
940,22,Sales,In-Office,42,1.8,12,Bachelor,Female,Manager,1.2,41
941,58,Finance,In-Office,48,2.5,2,Master,Other,Mid,8.8,19
942,30,IT,In-Office,40,6.4,0,Bachelor,Female,Mid,6.0,32
943,38,IT,In-Office,42,2.4,3,High School,Other,Manager,6.5,3
944,30,IT,In-Office,50,9.7,12,Bachelor,Female,Entry,9.3,44
945,32,IT,Remote,37,5.0,16,Bachelor,Male,Senior,7.0,43
946,36,HR,In-Office,37,5.5,10,Master,Female,Entry,7.2,10
947,45,Sales,Remote,33,3.2,1,High School,Male,Mid,8.1,41
948,59,Marketing,Remote,44,5.2,15,Bachelor,Female,Entry,2.0,46
949,56,HR,In-Office,40,7.0,1,High School,Male,Senior,4.2,4
950,51,HR,In-Office,40,7.8,18,Bachelor,Male,Mid,9.7,24
951,52,Marketing,Remote,30,7.8,18,Bachelor,Female,Entry,9.3,48
952,26,Marketing,Remote,46,6.2,15,Bachelor,Male,Entry,9.0,36
953,65,IT,In-Office,44,9.1,18,Bachelor,Female,Mid,5.1,33
954,35,HR,In-Office,49,8.4,8,High School,Male,Manager,8.7,8
955,32,Finance,Remote,35,7.8,0,Bachelor,Male,Senior,1.4,5
956,30,Marketing,In-Office,44,1.5,9,Bachelor,Female,Mid,2.3,17
957,55,Marketing,In-Office,38,1.1,18,Bachelor,Female,Entry,4.7,13
958,33,Sales,In-Office,43,2.9,0,Master,Female,Mid,5.4,18
959,56,Finance,Remote,47,7.0,1,Bachelor,Male,Mid,3.4,13
960,56,Finance,Remote,46,4.7,15,Bachelor,Female,Senior,4.2,39
961,22,Marketing,Remote,47,4.6,11,High School,Female,Entry,2.5,16
962,61,IT,In-Office,34,9.0,7,Bachelor,Female,Mid,5.4,34
963,43,Sales,In-Office,49,9.1,17,Master,Male,Mid,8.1,28
964,50,Finance,Remote,49,9.2,1,Bachelor,Female,Manager,7.0,41
965,29,Marketing,Remote,38,3.8,12,Master,Female,Senior,2.0,16
966,32,Finance,Remote,40,7.2,5,Bachelor,Female,Senior,5.4,42
967,62,Sales,In-Office,30,3.4,20,Master,Female,Mid,7.3,7
968,58,Sales,Remote,47,2.7,5,High School,Female,Entry,5.8,0
969,35,HR,Remote,35,2.7,8,Master,Male,Senior,4.5,44
970,51,Marketing,In-Office,31,4.1,15,Bachelor,Male,Mid,6.6,35
971,56,Sales,In-Office,44,4.9,10,Bachelor,Female,Entry,9.7,6
972,42,HR,In-Office,50,8.5,6,Bachelor,Male,Entry,1.9,45
973,58,HR,Remote,43,2.1,9,Bachelor,Male,Senior,4.5,4
974,26,Finance,In-Office,34,7.6,9,PhD,Male,Entry,4.7,23
975,40,Finance,In-Office,35,5.8,19,Bachelor,Male,Mid,6.2,27
976,35,HR,Remote,35,3.6,17,High School,Female,Mid,2.4,42
977,47,Finance,In-Office,47,5.4,19,Bachelor,Female,Entry,2.6,16
978,25,Sales,Remote,43,3.7,8,Bachelor,Female,Entry,3.6,36
979,46,IT,Remote,39,6.4,14,Bachelor,Male,Senior,9.6,19
980,63,Sales,In-Office,43,4.9,3,Bachelor,Female,Senior,7.6,2
981,46,HR,In-Office,42,2.5,7,Bachelor,Female,Entry,7.0,36
982,39,HR,In-Office,32,2.0,8,Master,Other,Senior,8.4,25
983,61,Sales,In-Office,35,5.9,12,Bachelor,Female,Senior,2.1,14
984,29,Finance,In-Office,37,9.1,8,High School,Male,Mid,8.7,50
985,60,Finance,In-Office,41,4.1,3,Master,Female,Mid,6.4,47
986,61,HR,Remote,42,7.6,16,Bachelor,Other,Manager,4.0,7
987,35,Marketing,Remote,40,6.9,15,Bachelor,Female,Mid,8.3,12
988,53,Finance,In-Office,41,9.4,14,Bachelor,Female,Entry,8.2,47
989,59,Sales,Remote,30,8.4,2,Bachelor,Male,Senior,8.6,2
990,54,Finance,In-Office,46,6.1,19,Bachelor,Female,Mid,2.0,0
991,44,Sales,Remote,45,6.9,4,Master,Female,Entry,9.7,8
992,36,HR,Remote,40,9.1,4,High School,Male,Mid,9.6,30
993,54,Finance,Remote,42,4.6,19,Bachelor,Female,Mid,4.2,40
994,46,Sales,In-Office,47,3.9,14,Master,Male,Senior,1.6,25
995,38,HR,Remote,40,1.1,17,PhD,Male,Mid,2.5,16
996,54,Marketing,In-Office,41,8.4,14,Bachelor,Male,Entry,9.9,33
997,23,Sales,Remote,35,8.2,1,Bachelor,Male,Mid,6.1,8
998,35,Marketing,Remote,38,1.9,12,Bachelor,Female,Mid,4.2,50
999,61,Marketing,Remote,45,6.2,3,Master,Male,Entry,3.6,12
1000,61,IT,Remote,33,5.2,9,Master,Male,Mid,3.3,4
